iid,id,gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,undergra,mn_sat,tuition,race,imprace,imprelig,from,zipcode,income,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,attr1_s,sinc1_s,intel1_s,fun1_s,amb1_s,shar1_s,attr3_s,sinc3_s,intel3_s,fun3_s,amb3_s,satis_2,length,numdat_2,attr7_2,sinc7_2,intel7_2,fun7_2,amb7_2,shar7_2,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,attr4_2,sinc4_2,intel4_2,fun4_2,amb4_2,shar4_2,attr2_2,sinc2_2,intel2_2,fun2_2,amb2_2,shar2_2,attr3_2,sinc3_2,intel3_2,fun3_2,amb3_2,attr5_2,sinc5_2,intel5_2,fun5_2,amb5_2,you_call,them_cal,date_3,numdat_3,num_in_3,attr1_3,sinc1_3,intel1_3,fun1_3,amb1_3,shar1_3,attr7_3,sinc7_3,intel7_3,fun7_3,amb7_3,shar7_3,attr4_3,sinc4_3,intel4_3,fun4_3,amb4_3,shar4_3,attr2_3,sinc2_3,intel2_3,fun2_3,amb2_3,shar2_3,attr3_3,sinc3_3,intel3_3,fun3_3,amb3_3,attr5_3,sinc5_3,intel5_3,fun5_3,amb5_3,field_cd_name
24,4.0,Female,7,2,2,16,10,,11,1,40.0,0,-0.31,0,25.0,4.0,25.0,20.0,25.0,20.0,10.0,0.0,0,5.0,10.0,9.0,9.0,8.0,5.0,2.0,3.0,2.0,27.0,social work,11.0,,,,Caucasian_American,2.0,3.0,new york,"11,561","43,185.00",2.0,6.0,4.0,health/nutrition oriented social worker,9.0,10.0,1.0,10.0,9.0,6.0,6.0,10.0,6.0,3.0,6.0,1.0,6.0,9.0,8.0,8.0,6.0,7.0,5.0,3.0,10.0,20.0,20.0,15.0,20.0,15.0,,,,,,,35.0,10.0,15.0,20.0,10.0,10.0,7.0,9.0,9.0,8.0,8.0,,,,,,0,5.0,6.0,7.0,7.0,7.0,,6.0,3.0,2.0,1.0,,,,,,,,,,,,3.0,3.0,2.0,,,,,,,15.0,15.0,10.0,25.0,10.0,25.0,,,,,,,,,,,,,8.0,9.0,8.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social work
25,5.0,Female,9,2,2,16,12,,13,1,40.0,0,-0.12,0,25.0,4.0,25.0,20.0,25.0,20.0,10.0,0.0,0,8.0,10.0,9.0,9.0,8.0,4.0,3.0,1.0,2.0,25.0,Social Work,11.0,,,,Caucasian_American,10.0,2.0,Iowa,"52,803","23,152.00",1.0,5.0,2.0,Social Worker,9.0,7.0,4.0,7.0,7.0,6.0,3.0,5.0,6.0,8.0,9.0,9.0,7.0,10.0,6.0,8.0,8.0,4.0,5.0,4.0,20.0,20.0,15.0,15.0,15.0,15.0,,,,,,,30.0,15.0,10.0,20.0,10.0,15.0,7.0,9.0,7.0,8.0,6.0,,,,,,0,7.0,8.0,9.0,6.0,8.0,5.0,6.0,4.0,2.0,0.0,,,,,,,,,,,,3.0,1.0,2.0,,,,,,,35.0,15.0,10.0,15.0,10.0,15.0,,,,,,,,,,,,,8.0,8.0,8.0,8.0,6.0,,,,,,0.0,0.0,0.0,,,20.0,20.0,10.0,15.0,15.0,20.0,,,,,,,,,,,,,,,,,,,7.0,9.0,8.0,7.0,7.0,,,,,,Social work
26,6.0,Female,11,2,2,16,13,,14,1,40.0,0,-0.38,0,25.0,4.0,25.0,20.0,25.0,20.0,10.0,0.0,0,8.0,9.0,9.0,8.0,7.0,4.0,3.0,1.0,2.0,23.0,Social Work,11.0,,,,Caucasian_American,2.0,4.0,California,"94,596","43,664.00",1.0,5.0,2.0,Social work with children,9.0,9.0,4.0,9.0,7.0,7.0,4.0,6.0,5.0,7.0,5.0,3.0,9.0,9.0,6.0,4.0,5.0,1.0,7.0,10.0,20.0,20.0,20.0,15.0,15.0,10.0,,,,,,,25.0,10.0,10.0,25.0,20.0,10.0,7.0,8.0,8.0,8.0,8.0,,,,,,0,2.0,5.0,5.0,3.0,5.0,2.0,2.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social work
27,7.0,Female,13,2,2,16,4,,5,1,40.0,0,-0.13,0,25.0,4.0,25.0,20.0,25.0,20.0,10.0,0.0,0,9.0,8.0,6.0,8.0,7.0,5.0,5.0,2.0,2.0,22.0,Speech Language Pathology,3.0,,,,Hispanic_American,1.0,5.0,"Westchester, NY","10,523","48,441.00",1.0,6.0,2.0,Speech Language Pathologist,9.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,5.0,4.0,17.0,10.0,18.0,20.0,25.0,10.0,,,,,,,30.0,5.0,15.0,20.0,10.0,20.0,6.0,6.0,7.0,7.0,7.0,,,,,,0,2.0,6.0,6.0,6.0,6.0,,3.0,3.0,2.0,1.0,,,,,,,,,,,,3.0,1.0,2.0,,,,,,,20.0,20.0,15.0,15.0,15.0,15.0,,,,,,,,,,,,,6.0,7.0,5.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social Science/Psychologist
28,8.0,Female,15,2,2,16,1,,3,1,40.0,0,,0,25.0,4.0,25.0,20.0,25.0,20.0,10.0,0.0,0,8.0,8.0,7.0,8.0,7.0,3.0,6.0,2.0,2.0,26.0,Speech Languahe Pathology,3.0,,,,Caucasian_American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.0,6.0,6.0,6.0,5.0,2.0,2.0,4.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social Science/Psychologist
29,9.0,Female,17,2,2,16,9,,10,1,40.0,0,0.11,0,25.0,4.0,25.0,20.0,25.0,20.0,10.0,0.0,0,5.0,6.0,3.0,4.0,3.0,3.0,1.0,,2.0,22.0,Social Work,11.0,,,,Caucasian_American,4.0,5.0,"Washington, DC","22,151","61,152.00",1.0,6.0,1.0,Social Work Administration,9.0,8.0,9.0,7.0,7.0,7.0,6.0,2.0,2.0,7.0,7.0,7.0,5.0,7.0,6.0,8.0,9.0,5.0,7.0,4.0,20.0,22.0,18.0,15.0,15.0,10.0,,,,,,,35.0,15.0,10.0,20.0,15.0,5.0,6.0,9.0,8.0,7.0,8.0,,,,,,0,4.0,9.0,4.0,4.0,5.0,,5.0,4.0,2.0,3.0,,,,,,,,,,,,6.0,3.0,2.0,,,,,,,35.0,20.0,15.0,20.0,10.0,0.0,,,,,,,,,,,,,7.0,8.0,6.0,7.0,7.0,,,,,,0.0,1.0,0.0,,,40.0,20.0,15.0,15.0,5.0,5.0,,,,,,,,,,,,,,,,,,,7.0,9.0,7.0,7.0,7.0,,,,,,Social work
30,10.0,Female,19,2,2,16,15,,16,1,40.0,0,0.19,0,25.0,4.0,25.0,20.0,25.0,20.0,10.0,0.0,0,6.0,6.0,8.0,7.0,8.0,4.0,2.0,1.0,2.0,23.0,Law,1.0,,,,Caucasian_American,2.0,4.0,Boston,"1,867",,1.0,7.0,2.0,Lawyer,1.0,5.0,6.0,8.0,7.0,4.0,4.0,2.0,1.0,7.0,8.0,5.0,7.0,7.0,7.0,9.0,6.0,4.0,3.0,2.0,10.0,20.0,20.0,20.0,20.0,10.0,,,,,,,35.0,5.0,15.0,20.0,10.0,15.0,7.0,8.0,9.0,8.0,8.0,,,,,,0,3.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,2.0,1.0,,,,,,,,,,,,3.0,1.0,3.0,,,,,,,20.0,15.0,15.0,20.0,10.0,20.0,,,,,,,,,,,,,6.0,8.0,8.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Law
31,11.0,Female,21,2,2,16,8,,9,1,40.0,0,-0.19,0,25.0,4.0,25.0,20.0,25.0,20.0,10.0,0.0,0,7.0,5.0,4.0,4.0,8.0,3.0,2.0,1.0,2.0,24.0,law,1.0,,,,Caucasian_American,4.0,8.0,"Washington, DC","13,413","36,485.00",1.0,4.0,3.0,law,1.0,3.0,3.0,7.0,10.0,7.0,7.0,7.0,2.0,6.0,6.0,8.0,8.0,8.0,6.0,7.0,10.0,6.0,5.0,4.0,35.0,10.0,20.0,20.0,10.0,5.0,,,,,,,40.0,10.0,10.0,25.0,5.0,10.0,8.0,8.0,9.0,8.0,9.0,,,,,,0,4.0,6.0,6.0,6.0,6.0,4.0,5.0,4.0,2.0,3.0,,,,,,,,,,,,4.0,1.0,1.0,,,,,,,50.0,5.0,5.0,25.0,5.0,10.0,,,,,,,,,,,,,8.0,6.0,8.0,8.0,8.0,,,,,,0.0,1.0,0.0,,,35.0,5.0,20.0,20.0,15.0,5.0,,,,,,,,,,,,,,,,,,,8.0,6.0,8.0,8.0,9.0,,,,,,Law
32,12.0,Female,23,2,2,16,18,,2,1,40.0,0,-0.05,1,25.0,4.0,25.0,20.0,25.0,20.0,10.0,0.0,0,8.0,10.0,10.0,7.0,8.0,4.0,5.0,1.0,2.0,27.0,Psychology,3.0,,,,Asian_American,1.0,1.0,new jersey,"8,820",,1.0,4.0,2.0,Professor,2.0,4.0,1.0,5.0,9.0,5.0,5.0,1.0,2.0,4.0,9.0,6.0,6.0,7.0,5.0,8.0,10.0,9.0,3.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,,,,,,,95.0,0.0,0.0,5.0,0.0,0.0,7.0,5.0,9.0,9.0,7.0,,,,,,0,4.0,8.0,7.0,9.0,,6.0,5.0,5.0,2.0,0.0,,,,,,,,,,,,5.0,3.0,2.0,,,,,,,75.0,10.0,15.0,0.0,0.0,0.0,,,,,,,,,,,,,7.0,5.0,9.0,9.0,9.0,,,,,,0.0,0.0,0.0,,,50.0,0.0,30.0,20.0,0.0,0.0,,,,,,,,,,,,,,,,,,,7.0,8.0,10.0,8.0,9.0,,,,,,Social Science/Psychologist
33,13.0,Female,25,2,2,16,19,,3,1,40.0,0,-0.29,0,25.0,4.0,25.0,20.0,25.0,20.0,10.0,0.0,0,6.0,10.0,10.0,8.0,5.0,3.0,6.0,1.0,2.0,30.0,Educational Psychology,3.0,,,,Caucasian_American,4.0,8.0,Michigan,"48,124","41,507.00",6.0,6.0,1.0,Clidren's TV,6.0,4.0,6.0,10.0,7.0,8.0,6.0,6.0,8.0,6.0,10.0,10.0,8.0,8.0,6.0,6.0,7.0,9.0,4.0,0.0,30.0,20.0,30.0,10.0,0.0,10.0,,,,,,,95.0,1.0,1.0,1.0,1.0,1.0,6.0,8.0,6.0,8.0,8.0,,,,,,1,6.0,8.0,7.0,10.0,7.0,4.0,8.0,5.0,2.0,1.0,,,,,,,,,,,,5.0,3.0,2.0,,,,,,,30.0,0.0,25.0,30.0,0.0,15.0,,,,,,,,,,,,,6.0,8.0,8.0,7.0,8.0,,,,,,0.0,0.0,0.0,,0.0,30.0,10.0,40.0,5.0,5.0,10.0,,,,,,,,,,,,,,,,,,,6.0,8.0,8.0,8.0,7.0,,,,,,Social Science/Psychologist
34,14.0,Female,27,2,2,16,2,,4,1,40.0,0,0.01,1,25.0,4.0,25.0,20.0,25.0,20.0,10.0,0.0,0,8.0,7.0,6.0,8.0,6.0,4.0,5.0,2.0,2.0,21.0,Applied Maths/Econs,8.0,,,,Asian_American,2.0,2.0,SIngapore,"807,931",,1.0,6.0,2.0,Banking,7.0,7.0,6.0,6.0,7.0,4.0,4.0,5.0,4.0,7.0,7.0,6.0,9.0,10.0,7.0,7.0,7.0,7.0,6.0,5.0,30.0,5.0,30.0,15.0,15.0,5.0,,,,,,,20.0,20.0,25.0,20.0,5.0,10.0,7.0,7.0,7.0,7.0,8.0,,,,,,0,4.0,4.0,5.0,4.0,4.0,,5.0,6.0,2.0,2.0,,,,,,,,,,,,6.0,1.0,2.0,,,,,,,30.0,0.0,30.0,20.0,20.0,0.0,,,,,,,,,,,,,7.0,2.0,4.0,7.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Business/Econ/Finances
35,15.0,Female,29,2,2,16,17,,1,1,40.0,0,-0.25,0,25.0,4.0,25.0,20.0,25.0,20.0,10.0,0.0,0,5.0,6.0,6.0,5.0,7.0,3.0,3.0,1.0,2.0,25.0,Mathematics,2.0,,,,Caucasian_American,9.0,7.0,Brazil,"29,055","17,134.00",1.0,6.0,3.0,Capital Markets,7.0,9.0,7.0,9.0,8.0,8.0,8.0,5.0,6.0,9.0,7.0,9.0,8.0,8.0,7.0,7.0,8.0,3.0,7.0,8.0,20.0,23.0,23.0,22.0,7.0,5.0,,,,,,,40.0,10.0,15.0,15.0,10.0,10.0,8.0,9.0,9.0,9.0,7.0,,,,,,1,6.0,8.0,9.0,7.0,7.0,8.0,7.0,7.0,2.0,10.0,,,,,,,,,,,,6.0,1.0,2.0,,,,,,,25.0,15.0,20.0,25.0,8.0,7.0,,,,,,,,,,,,,8.0,9.0,9.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Math
36,16.0,Female,31,2,2,16,6,,7,1,40.0,0,-0.04,0,25.0,4.0,25.0,20.0,25.0,20.0,10.0,0.0,0,5.0,8.0,9.0,7.0,8.0,4.0,3.0,2.0,2.0,26.0,Statistics,2.0,,,,Caucasian_American,7.0,8.0,Brandeis University,"8,691",,2.0,5.0,2.0,Biostatistics,4.0,6.0,1.0,4.0,6.0,7.0,7.0,7.0,1.0,3.0,9.0,1.0,9.0,6.0,6.0,7.0,5.0,1.0,6.0,8.0,20.0,25.0,20.0,15.0,15.0,5.0,,,,,,,40.0,5.0,10.0,30.0,5.0,10.0,8.0,7.0,8.0,8.0,6.0,,,,,,0,2.0,5.0,2.0,3.0,1.0,3.0,2.0,5.0,2.0,0.0,,,,,,,,,,,,3.0,1.0,3.0,,,,,,,40.0,10.0,20.0,20.0,5.0,5.0,,,,,,,,,,,,,8.0,7.0,7.0,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Math
37,17.0,Female,33,2,2,16,11,,12,1,40.0,0,0.13,0,25.0,4.0,25.0,20.0,25.0,20.0,10.0,0.0,0,4.0,6.0,8.0,7.0,6.0,3.0,1.0,1.0,2.0,27.0,Organizational Psychology,3.0,,,,Caucasian_American,5.0,8.0,"Cincinnati, OH","45,213","30,038.00",2.0,6.0,2.0,Organizational Change Consultant,7.0,6.0,4.0,6.0,10.0,9.0,8.0,7.0,6.0,7.0,5.0,6.0,10.0,7.0,8.0,7.0,4.0,9.0,7.0,3.0,10.0,10.0,30.0,25.0,10.0,15.0,,,,,,,30.0,10.0,15.0,20.0,10.0,15.0,7.0,8.0,7.0,9.0,5.0,,,,,,0,2.0,4.0,5.0,4.0,4.0,3.0,3.0,6.0,2.0,6.0,,,,,,,,,,,,6.0,1.0,2.0,,,,,,,20.0,10.0,20.0,25.0,10.0,15.0,,,,,,,,,,,,,6.0,6.0,9.0,6.0,4.0,,,,,,0.0,0.0,0.0,,,20.0,10.0,25.0,20.0,10.0,15.0,,,,,,,,,,,,,,,,,,,5.0,6.0,9.0,6.0,4.0,,,,,,Social Science/Psychologist
38,19.0,Female,34,2,2,16,14,,15,1,40.0,0,-0.15,0,25.0,4.0,25.0,20.0,25.0,20.0,10.0,0.0,0,8.0,9.0,10.0,9.0,10.0,7.0,3.0,1.0,2.0,23.0,Law,1.0,,,,African American,8.0,1.0,New York,"10,025","33,772.00",1.0,4.0,3.0,law,1.0,7.0,2.0,7.0,10.0,2.0,2.0,7.0,4.0,7.0,2.0,8.0,8.0,10.0,10.0,10.0,10.0,2.0,2.0,12.0,50.0,10.0,20.0,10.0,10.0,0.0,,,,,,,70.0,5.0,5.0,15.0,0.0,5.0,8.0,2.0,7.0,8.0,8.0,,,,,,0,2.0,8.0,10.0,3.0,10.0,3.0,5.0,1.0,2.0,3.0,,,,,,,,,,,,2.0,1.0,2.0,,,,,,,50.0,20.0,10.0,5.0,5.0,10.0,,,,,,,,,,,,,8.0,2.0,8.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Law
39,20.0,Female,35,2,2,16,16,,16,1,40.0,0,0.07,0,25.0,4.0,25.0,20.0,25.0,20.0,10.0,0.0,0,3.0,10.0,9.0,10.0,4.0,4.0,3.0,1.0,2.0,24.0,Law,1.0,,,,Hispanic_American,6.0,4.0,Los Angeles,"90,026","24,997.00",5.0,6.0,4.0,lawyer,1.0,3.0,2.0,4.0,10.0,10.0,8.0,7.0,1.0,5.0,10.0,9.0,9.0,10.0,9.0,9.0,10.0,1.0,2.0,5.0,20.0,20.0,20.0,15.0,15.0,10.0,,,,,,,55.0,5.0,10.0,15.0,5.0,10.0,6.0,9.0,6.0,8.0,7.0,,,,,,1,6.0,7.0,9.0,9.0,9.0,8.0,7.0,6.0,2.0,3.0,,,,,,,,,,,,4.0,1.0,2.0,,,,,,,20.0,20.0,20.0,20.0,10.0,10.0,,,,,,,,,,,,,6.0,10.0,8.0,6.0,7.0,,,,,,0.0,0.0,0.0,,,20.0,20.0,30.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,7.0,10.0,9.0,7.0,8.0,,,,,,Law
40,1.0,Male,2,2,2,19,5,,8,1,21.0,0,-0.23,1,21.0,4.0,12.0,18.0,20.0,16.0,16.0,18.0,0,6.0,8.0,7.0,9.0,5.0,7.0,9.0,1.0,1.0,25.0,Operations Research,,,,,Asian_American,9.0,6.0,"SF Bay Area, CA","94,043","42,096.00",2.0,7.0,7.0,tech professional,,4.0,9.0,3.0,7.0,7.0,8.0,5.0,7.0,9.0,7.0,5.0,5.0,8.0,8.0,10.0,4.0,2.0,3.0,2.0,25.0,20.0,25.0,20.0,10.0,0.0,,,,,,,40.0,0.0,30.0,20.0,10.0,0.0,3.0,10.0,8.0,9.0,5.0,,,,,,0,3.0,10.0,10.0,6.0,4.0,7.0,4.0,1.0,2.0,0.0,,,,,,,,,,,,2.0,1.0,2.0,,,,,,,20.0,30.0,30.0,20.0,0.0,0.0,,,,,,,,,,,,,4.0,10.0,8.0,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2.0,Male,4,2,2,19,5,,10,1,21.0,0,-0.3,1,21.0,4.0,12.0,18.0,20.0,16.0,16.0,18.0,0,5.0,8.0,7.0,5.0,9.0,5.0,7.0,2.0,2.0,30.0,law,1.0,,,,Asian_American,1.0,1.0,China,"10,027",,2.0,6.0,5.0,law,1.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,10.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,7.0,3.0,30.0,20.0,10.0,30.0,0.0,10.0,,,,,,,40.0,30.0,0.0,30.0,0.0,0.0,5.0,7.0,5.0,8.0,5.0,,,,,,0,5.0,5.0,5.0,5.0,5.0,,5.0,,2.0,,,,,,,,,,,,,5.0,3.0,3.0,,,,,,,50.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Law
42,3.0,Male,6,2,2,19,5,,11,1,21.0,0,0.46,1,21.0,4.0,12.0,18.0,20.0,16.0,16.0,18.0,1,8.0,9.0,8.0,8.0,7.0,6.0,9.0,3.0,,23.0,Mechanical Engineering,5.0,,,,Asian_American,1.0,6.0,San Francisco(home)/Los Angeles(undergrad),"94,133","28,891.00",2.0,7.0,4.0,Engineer,5.0,1.0,1.0,7.0,5.0,3.0,3.0,3.0,1.0,1.0,9.0,8.0,5.0,7.0,2.0,5.0,2.0,1.0,6.0,3.0,20.0,25.0,20.0,15.0,10.0,10.0,,,,,,,25.0,10.0,10.0,30.0,5.0,20.0,6.0,9.0,6.0,8.0,4.0,,,,,,0,3.0,10.0,9.0,5.0,9.0,2.0,6.0,7.0,2.0,1.0,,,,,,,,,,,,8.0,3.0,3.0,,,,,,,30.0,30.0,10.0,15.0,10.0,5.0,,,,,,,,,,,,,7.0,9.0,8.0,6.0,6.0,,,,,,0.0,0.0,0.0,,,15.0,30.0,15.0,15.0,10.0,15.0,,,,,,,,,,,,,,,,,,,7.0,9.0,8.0,7.0,6.0,,,,,,Engineering
43,4.0,Male,8,2,2,19,5,,14,1,21.0,0,0.43,0,21.0,4.0,12.0,18.0,20.0,16.0,16.0,18.0,0,5.0,8.0,8.0,4.0,9.0,3.0,6.0,1.0,2.0,24.0,Economics,8.0,,,,Caucasian_American,1.0,1.0,Spain,"6,700",,6.0,6.0,3.0,Academic,2.0,8.0,9.0,6.0,5.0,7.0,7.0,2.0,5.0,5.0,9.0,6.0,7.0,4.0,6.0,5.0,2.0,1.0,3.0,1.0,25.0,35.0,30.0,10.0,0.0,0.0,,,,,,,20.0,25.0,20.0,20.0,5.0,10.0,3.0,8.0,3.0,7.0,2.0,,,,,,0,4.0,5.0,6.0,4.0,6.0,2.0,5.0,2.0,2.0,0.0,,,,,,,,,,,,5.0,1.0,2.0,,,,,,,40.0,30.0,5.0,20.0,5.0,0.0,,,,,,,,,,,,,4.0,7.0,6.0,3.0,2.0,,,,,,0.0,0.0,0.0,,,30.0,30.0,30.0,10.0,0.0,0.0,,,,,,,,,,,,,,,,,,,3.0,8.0,5.0,3.0,2.0,,,,,,Business/Econ/Finances
44,5.0,Male,10,2,2,19,5,,18,1,21.0,0,-0.4,0,21.0,4.0,12.0,18.0,20.0,16.0,16.0,18.0,0,7.0,7.0,8.0,5.0,7.0,2.0,6.0,1.0,2.0,24.0,Psychology,3.0,,,,Caucasian_American,3.0,3.0,Israel,"22,442",,1.0,3.0,1.0,academia,2.0,9.0,1.0,8.0,7.0,8.0,8.0,10.0,6.0,7.0,8.0,1.0,7.0,3.0,8.0,1.0,6.0,8.0,7.0,5.0,25.0,15.0,25.0,25.0,15.0,15.0,,,,,,,50.0,5.0,15.0,20.0,5.0,5.0,7.0,9.0,8.0,9.0,9.0,,,,,,1,6.0,7.0,8.0,6.0,7.0,7.0,8.0,8.0,2.0,3.0,,,,,,,,,,,,7.0,1.0,2.0,,,,,,,60.0,5.0,10.0,10.0,5.0,10.0,,,,,,,,,,,,,6.0,9.0,8.0,7.0,9.0,,,,,,1.0,0.0,0.0,,,20.0,15.0,20.0,15.0,20.0,10.0,,,,,,,,,,,,,,,,,,,7.0,8.0,9.0,8.0,9.0,,,,,,Social Science/Psychologist
45,6.0,Male,12,2,2,19,5,,3,1,21.0,0,0.01,0,21.0,4.0,12.0,18.0,20.0,16.0,16.0,18.0,0,6.0,8.0,8.0,6.0,8.0,4.0,5.0,2.0,2.0,28.0,Finance,8.0,,,,Caucasian_American,6.0,6.0,Switzerland,"10,012",,2.0,6.0,3.0,banker / academia,7.0,9.0,7.0,3.0,6.0,8.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,3.0,7.0,7.0,25.0,15.0,25.0,15.0,0.0,20.0,,,,,,,20.0,20.0,20.0,10.0,10.0,20.0,7.0,8.0,6.0,8.0,7.0,,,,,,1,7.0,8.0,8.0,7.0,9.0,6.0,7.0,7.0,2.0,9.0,,,,,,,,,,,,7.0,3.0,3.0,,,,,,,25.0,25.0,0.0,25.0,0.0,25.0,,,,,,,,,,,,,7.0,8.0,8.0,6.0,7.0,,,,,,0.0,0.0,0.0,,,30.0,20.0,20.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,7.0,7.0,10.0,5.0,7.0,,,,,,Business/Econ/Finances
46,7.0,Male,14,2,2,19,5,,7,1,21.0,0,0.22,0,21.0,4.0,12.0,18.0,20.0,16.0,16.0,18.0,0,6.0,8.0,8.0,6.0,8.0,5.0,8.0,2.0,2.0,26.0,Finanace,8.0,,,,Caucasian_American,2.0,3.0,Italy,"21,020",,2.0,6.0,2.0,banker,7.0,10.0,7.0,5.0,6.0,7.0,7.0,8.0,3.0,7.0,7.0,4.0,4.0,6.0,5.0,6.0,2.0,7.0,7.0,8.0,20.0,35.0,20.0,10.0,10.0,5.0,,,,,,,20.0,20.0,20.0,25.0,5.0,10.0,7.0,8.0,5.0,7.0,7.0,,,,,,0,6.0,7.0,10.0,8.0,9.0,8.0,8.0,6.0,2.0,4.0,,,,,,,,,,,,8.0,3.0,2.0,,,,,,,75.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,8.0,7.0,7.0,8.0,7.0,,,,,,1.0,0.0,0.0,,,70.0,10.0,10.0,10.0,0.0,0.0,,,,,,,,,,,,,,,,,,,8.0,8.0,8.0,7.0,7.0,,,,,,Business/Econ/Finances
47,8.0,Male,16,2,2,19,5,,15,1,21.0,0,-0.06,0,21.0,4.0,12.0,18.0,20.0,16.0,16.0,18.0,0,4.0,7.0,7.0,4.0,7.0,3.0,5.0,1.0,2.0,30.0,Finance&Economics,8.0,,,,Caucasian_American,2.0,2.0,Italy,100,,1.0,6.0,1.0,Academic,2.0,6.0,7.0,2.0,8.0,7.0,6.0,3.0,7.0,4.0,7.0,4.0,5.0,8.0,8.0,7.0,2.0,1.0,8.0,6.0,20.0,20.0,25.0,25.0,5.0,5.0,,,,,,,25.0,20.0,20.0,15.0,15.0,5.0,8.0,7.0,9.0,9.0,3.0,,,,,,1,9.0,5.0,6.0,5.0,5.0,7.0,5.0,6.0,2.0,5.0,,,,,,,,,,,,5.0,3.0,2.0,,,,,,,30.0,20.0,20.0,20.0,0.0,10.0,,,,,,,,,,,,,8.0,7.0,7.0,7.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Business/Econ/Finances
48,9.0,Male,18,2,2,19,5,,19,1,21.0,0,-0.08,0,21.0,4.0,12.0,18.0,20.0,16.0,16.0,18.0,0,7.0,7.0,7.0,5.0,6.0,3.0,6.0,1.0,2.0,22.0,Undergrad - GS,12.0,,,,Caucasian_American,9.0,2.0,Israel,"62,996",,1.0,5.0,2.0,Music production,6.0,3.0,1.0,6.0,7.0,7.0,8.0,1.0,5.0,8.0,4.0,6.0,10.0,10.0,6.0,8.0,6.0,2.0,6.0,5.0,30.0,15.0,25.0,25.0,5.0,0.0,,,,,,,30.0,15.0,25.0,25.0,5.0,0.0,7.0,9.0,6.0,7.0,6.0,,,,,,0,3.0,8.0,5.0,5.0,8.0,3.0,4.0,2.0,2.0,2.0,,,,,,,,,,,,6.0,3.0,2.0,,,,,,,40.0,10.0,0.0,40.0,0.0,10.0,,,,,,,,,,,,,8.0,8.0,7.0,7.0,6.0,,,,,,1.0,0.0,0.0,,,30.0,10.0,10.0,30.0,10.0,10.0,,,,,,,,,,,,,,,,,,,8.0,8.0,8.0,9.0,6.0,,,,,,Undergrad/undecided
